File,Title,Artist,Release,Duration,BPM,Ratio Bars in 4,Time Signature,Genre,MusicBrainz Id,Acoustid Id
0162_lobotomy,Before the Lobotomy,Green Day,21st Century Breakdown / American Idiot,283.417,136,85.29411765,4|4,Rock,2cdd09d2-5c2f-422b-88c0-9366d089f12f,a81ec6e7-b9d4-42db-bc36-9f08cc99675c
0164_low,Low,Flo Rida,Mail on Sunday,165.19,128,100.0,4|4,Hip-Hop,00ca5a41-50ab-38d4-b415-4cf928a16c0d,
0165_lucretia,Lucretia,Megadeth,The Originals,240.174,99,100.0,4|4,Metal,0fdb806b-442f-47b1-bacb-8efbb39c854b,34cdd3a5-2299-4b1b-89e8-996598c88845
0166_macarena,Macarena,Los del Río,"Villa Wahnsinn, Volume 6",153.712,103,100.0,4|4,Pop,077d2cf4-9a27-3d79-a260-fe3119416366,
0167_makesomenoise,Make Some Noise,Beastie Boys,Hot Sauce Committee Part Two,214.604,98,100.0,4|4,Hip-Hop,7f4e34a6-e632-40eb-aa2b-3f995ef1bf88,fe7ec40d-979b-4ee7-b292-c5e003b4acdb
0168_maneater,Maneater,Nelly Furtado,Loose,130.339,130,100.0,4|4,Pop,16ef98e7-963a-39c1-9dbc-0431cfeb1542,
0169_manicdepression,Manic Depression,The Jimi Hendrix Experience,The Ultimate Experience,222.5,150,0.0,3|4,Classic Rock,637adeff-3984-453c-89c9-aa226a3dd33d,4888c9b1-7345-4766-876a-44c6f186a180
0170_manyshadesofblack,Many Shades of Black,The Raconteurs,Consolers of the Lonely,269.168,94,0.0,6|8,Rock,dc2f0472-fd72-40cd-9ece-8da9673cbf9d,aab50354-49f6-445c-ab3e-b15ea6ae6188
0171_marchofthepigs,March of the Pigs,Nine Inch Nails,The Downward Spiral / With Teeth,183.805,135,56.25,4|4,Rock,787cf6d0-a44b-4562-aa5c-5c4b244576c6,df698240-3606-4b4f-8efa-0ada40ac07e8
0172_marrythenight,Marry the Night,Lady Gaga,NRJ 200% Hits 2012,165.085,131,100.0,4|4,Pop,13b08f30-8a94-38e6-95ef-b29ba2e5b3a7,
0173_massiveattack,Massive Attack,Nicki Minaj,The Last Laugh,142.81,85,100.0,4|4,Hip-Hop,1bd41fe0-4347-35fa-a19e-65d846fe3f4b,
0174_maythisbelove,May This Be Love,The Jimi Hendrix Experience,Singles,200.564,94,100.0,4|4,Classic Rock,15e00053-5230-4cc6-a95d-cf7fdff7cb83,
0175_meddle,Meddle,Little Boots,Hands,151.072,85,100.0,4|4,Pop,041841ab-2cf6-3740-8633-dac8caaf6ba7,
0176_megasus,Megasus,Megasus,Megasus,226.552,150,99.28057554,4|4,Metal,793f0a60-7be9-3e9e-b13d-4cf19e268569,
0177_milkshake,Milkshake,Kelis,Bar Culture Essentials: Pre-Club Lounge & Beats,163.778,112,100.0,4|4,R&B,163eec31-eb97-4201-8ef4-e319332523ae,d22172f2-eb18-4063-a3ea-28e3e6098487
0178_mountainman,Mountain Man,Crash Kings,Crash Kings,201.845,77,95.3125,4|4,Rock,1264c6bb-0a37-4b4e-96ee-961243339e98,e292857c-b567-45ea-81f6-eeadf07f9ef6
0179_moveslikejagger,Moves Like Jagger,Maroon 5 feat. Christina Aguilera,Nossa! Summer Mix 2012,185.792,127,100.0,4|4,Pop,d91453b3-e3f0-4d3d-89ac-b702a7812c18,e5199749-22f1-4bec-9d14-69446bc59701
0181_mrsaxobeat,Mr. Saxobeat,Alexandra Stan,Absolute Dance Spring 2011,174.079,127,100.0,4|4,Dance/Electronic,0095db9b-fd45-33d0-9fd7-03eab9be642c,
0182_mycurse,My Curse,Killswitch Engage,Roadrunner Roots: 30 Years of Roadrunner Records,252.932,180,16.17021277,4|4,Metal,79ec57c9-ac82-4554-b779-87b09ecff5b1,ddfb2d0e-f436-4650-adcf-93b6bd1b2f66
0183_mynameisjonas,My Name Is Jones,Weezer,McA Canadian Music Week Special Compilation,206.839,94,0.0,6|8,Alternative,392cea06-94c2-416b-80aa-f5b1e7d0fb1c,7db3757a-feff-495e-b504-9ab99714bedc
0184_myprerogative,My Prerogative,Bobby Brown,Soul Deep: The Story of Black Popular Music,167.099,110,100.0,4|4,R&B,0693f6a8-7c91-37c3-bab6-0e32a4c8a82e,
0185_nasty,Nasty,Janet Jackson,Control,169.687,104,100.0,4|4,Pop,072a2b03-5f4a-3c83-b82c-906cc31fb3c0,
0186_nearlylostyou,Nearly Lost You,Screaming Trees,Grunge / The Alternative Compilation,250.736,100,97.11538462,4|4,Grunge,c8caab75-17b9-47f5-b431-3198cfb2cbfb,349888c4-7903-493e-916e-bf47d40cdff7
0189_neversaynever,Never Say Never,Justin Bieber,Never Say Never: The Remixes,149.869,97,100.0,4|4,Pop,147aed59-320b-3ead-af22-abe1759e5633,
0190_newfang,New Fang,Them Crooked Vultures,Them Crooked Vultures,232.409,94,100.0,4|4,Rock,36afed3e-9e20-47f6-a8eb-4ffe149fec41,94a19ea2-2a33-4004-b915-aaf7b9fd0ed0
0191_newslang,New Slang,The Shins,Music From Scrubs,236.487,130,100.0,4|4,Indie Rock,1a83f103-5a20-47f4-bdf4-5fad82260c4c,
0194_nomoretears,Neighbourhood,Declan Kelly,Bondi Calling: A Surfside Soundtrack,440.522,104,96.06741573,4|4,Metal,3576e35b-b95b-3148-812c-2b9071b882c9,f141ef57-8bc9-4e2c-b6de-22c831ca4859
0195_nookie,Yellow Fellow,Jazz Pistols,3 on the Floor,246.658,98,98.96907216,4|4,Metal,08aa41f1-722d-33dd-a651-ac5e0d5d15df,
0197_nothinonyou,Nothin’ on You,B.o.B,The Love Junkie 3,176.746,104,100.0,4|4,R&B,0556b0f2-6475-461a-a9a7-333a5325863e,
0198_nowthatwefoundlove,Now That We Found Love,Heavy D. & The Boyz,"Die ultimative Chart Show: Die erfolgreichsten One-Hit-Wonder, Folge 1",140.692,120,100.0,4|4,Hip-Hop,0aad048d-39f7-3d82-a70d-7137672bddef,af407acd-df47-4c48-a9a2-639cc53ed693
0199_numberofthebeast2,The Number of the Beast,Iron Maiden,Heavy Metal Masters,290.267,200,79.54545455,4|4,Metal,8e44e4ea-9bce-47c2-a48c-8aa338242fb2,70fa0f51-fbe6-4364-9aba-5bfca5fd3c42
0200_oceansize,Ocean Size,Jane's Addiction,Nothing's Shocking,263.338,95,98.0,4|4,Alternative,7c808b70-2b09-4906-8390-b576d816b6b1,b45281a4-9fe6-44c8-b26a-8aea9fc6e0e6
0201_oh,Oh!,Girls’ Generation,Oh!,151.856,144,100.0,4|4,Pop,2dd2ba9e-0824-3f37-9509-c0d96df08b74,
0204_onlyamemory,Philosophy,Tom Snare,Fun Dance 2006 (Summer Club Hits),237.69,132,98.48484848,4|4,Rock,15830828-79d4-3e60-ac7d-4ba4bdbb17e6,
0207_oopsohmy,Oops (Oh My),Tweet,Woman: The Collection,141.346,79,100.0,4|4,R&B,02e09b7a-9176-4711-88d5-a4da2da458ec,
0208_opp,O.P.P.,Naughty by Nature,Booty Essentials 2001,172.249,98,100.0,4|4,Hip-Hop,140a5bfe-624e-3379-84e5-c4c70e468fa6,
0209_paparazzi,Paparazzi,Lady Gaga,NRJ Music Awards 2010,213.637,115,100.0,4|4,Dance/Electronic,7a1040dc-bac0-479c-9921-f43797ed0b81,7d0542bb-8377-4e41-8666-25b8a857c9c2
0212_peoplegotalotofnerve,People Got a Lotta Nerve,Neko Case,Middle Cyclone,156.301,136,97.59036145,4|4,Country,456133fb-97d3-4572-b7b8-e4d57a8fa175,104fa6d9-b045-476c-985e-5981bef7f697
0214_planetrock,Planet Rock,Afrika Bambaataa & Soulsonic Force,Breakdance,149.477,126,100.0,4|4,Hip-Hop,9aa76578-502e-36df-aff6-fdf926ea7d54,
0215_pointofknowreturn,Point of Know Return,Kansas,The Classic Albums Collection 1974-1983,187.91,145,83.78378378,4|4,Prog,f021d76d-de90-43cb-942d-6798d4021fe4,91a919df-0931-415b-8e50-640f55453740
0216_poison,Poison,Bell Biv DeVoe,Rock 'n Dance,157.033,112,100.0,4|4,R&B,00b6dd99-0fbe-3c00-9071-75706eb88c4f,
0217_pokerface,Poker Face,Lady Gaga,Poker Face,143.437,119,100.0,4|4,Dance/Electronic,018b399d-4bb7-36f4-9305-43b084dc2ec8,
0218_policyoftruth,Policy of Truth,Depeche Mode,Rock This Way,307.209,113,100.0,4|4,Dance/Electronic,8897f48f-7e5e-44ad-b814-325dc32edd4a,c2118a9b-f5a8-41f3-9dfe-297ed9cf3a77
0219_pondereplay,Pon de Replay,Rihanna,Music of the Sun,143.254,99,100.0,4|4,Dance/Electronic,09db9416-702d-3979-ba2e-3ce2a0aae212,
0220_promiscuous,Promiscuous,Nelly Furtado,Loose,161.87,114,100.0,4|4,R&B,0361dc7f-571b-4519-9e90-f28d648e3684,b43e1331-d801-448f-ae4e-86cb9261c94d
0222_realgoodlooking,Real Good Looking Boy,The Who,First Singles Box,348.544,124,97.07602339,4|4,Rock,8c9db1ef-0264-4369-8341-be8ce07af1d3,b60a8539-2a8c-4270-ae8f-d9e2302baf42
0223_reallove,Real Love,Mary J. Blige,Better Dance Now,175.23,109,100.0,4|4,Pop,085d96c7-16de-4bc0-b4b6-f768d3f01100,
0226_rendezvu,Rendez-Vu,Basement Jaxx,Absolute Dance Opus 26,132.378,125,100.0,4|4,Dance/Electronic,038cfc80-4cae-3d7b-8aa5-81eb57144b93,
0227_replay,Replay,Iyaz,Replay,163.726,91,100.0,4|4,Pop,01e1053d-1345-3265-838a-953509c309c1,289c3493-81ba-409c-a6a4-9b1abd4cd32b
0229_ridingonthewind,Riding on the Wind,Judas Priest,Screaming for Vengeance,193.505,180,99.27536232,4|4,Rock,087ccb75-d912-3f04-8357-e17b336d482d,
0231_rightthurr,Right Thurr,Chingy,101 R&B Hits,159.334,92,100.0,4|4,Hip-Hop,cb9cb988-a3fb-4ed7-8c3f-2c7d29a5e177,
0233_rocknrollnightmare,Rock ’n’ Roll Nightmare,Spın̈al Tap,Back From the Dead,197.427,155,97.56097561,4|4,Metal,89c13508-2fcc-389b-8e00-f2949cbb20b0,
0234_roundandround,Round & Round,Selena Gomez & The Scene,"The Dome, Volume 56",165.19,128,100.0,4|4,Pop,06175d38-88d8-3f1a-bd20-ecf4a81479ea,
0235_rudeboy,Rude Boy,Rihanna,Rated R,146.392,87,100.0,4|4,Pop,5722eab7-71cd-39db-a5d8-80344de80ea0,e91d9d4f-8c27-422a-9dc4-810abe1e9005
0236_rumpshaker,Rump Shaker,Wreckx‐N‐Effect,The Best Club Urban Music,152.091,103,100.0,4|4,Hip-Hop,19659a27-b37f-3efa-9a17-4885b1be03bd,
0237_run,Run (I'm a Natural Disaster),Gnarls Barkley,The Odd Couple,158.601,149,100.0,4|4,Pop,b96ce759-cd30-4178-923d-0c01536d282b,96875578-785c-4af1-ace0-b215b6f15aab
0238_sambadejaneiro,Samba de Janeiro,Bellini,Die Hit-Giganten: Best of Fußballsongs,155.386,132,100.0,4|4,Dance/Electronic,6a991bc0-a643-40cc-9ad4-f8b72627aa8c,
0239_sandm,S&M,Rihanna,Loud,159.569,128,100.0,4|4,Pop,045b9acc-628e-46a4-8743-c6d2f0b0e735,
0240_sandstorm,Sandstorm (original mix),Darude,Apres Ski: So ein schöner Tag,138.156,136,100.0,4|4,Dance/Electronic,33a19e07-b41a-4641-93e4-afdf43d4876f,
0241_satellite,Satellite,Lena Meyer-Landrut,"The Dome, Volume 54",164.406,95,100.0,4|4,,3f685919-cbcc-4735-a6ac-c2d8494dfda7,521771f4-d76c-4240-a506-23f81ad5e0f3
0242_satisfaction,Satisfaction,Benny Benassi,Hypnotica,142.836,130,100.0,4|4,Dance/Electronic,016208a5-8d35-30d1-8ef7-1c68ba4f2569,
0243_saucyjack,Saucy Jack,Spın̈al Tap,[non-album tracks],101.762,120,100.0,4|4,Metal,23a5141a-01e5-4ad4-afae-98d2c576ed1a,91fa46af-c029-4fbb-be05-ab537c4a64bb
0244_sayaah,Say Aah,Trey Songz,Ready (Deluxe),149.869,93,100.0,4|4,Pop,1b58415f-01e2-32f5-a098-824eb73d5c28,
0245_sayhey,Say Hey (I Love You),Michael Franti & Spearhead,KFOG: Live From The Archives 16,173.347,93,100.0,4|4,Reggaeton,0c2bf8cb-4f5c-32fd-9029-e089d6d77bec,
0246_scenario,Scenario,A Tribe Called Quest,New Millennium Hip-Hop Party,255.024,101,100.0,4|4,Hip-Hop,edb2f3f1-9cfa-4d70-8be0-3c78da2c7b65,74261d6f-9fa8-4ed2-aeb5-5c6e03d72c11
0247_scream,Scream,Usher,Bravo Hits 78,156.275,128,100.0,4|4,Pop,3b106c3e-e0cc-458e-aaff-5f8ba3802e2e,3ca20eae-14fe-4acf-ba17-f1690446b789
0248_screamingfor,Screaming for Vengeance,Judas Priest,The Essential,288.751,237,98.88475836,4|4,Metal,047d9b2a-fb8d-4abb-a69d-8735ea831111,5c821760-1ef8-4026-8ad2-54d09ddda6c5
0249_sensualseduction,Sexual Eruption,Snoop Dogg,Ego Trippin',236.984,120,100.0,4|4,Hip-Hop,75c518ef-ae6f-41af-bf51-f7159b58da93,bdf6e218-4837-484b-ade9-b3c5620bed92
0250_sexyandiknowit,Sexy and I Know It,LMFAO,"Now Dance 2012, Part 1",162.654,130,100.0,4|4,Dance/Electronic,0cff2b87-7971-486b-8480-ebab07e8ce95,b62a589d-a44f-475b-a8fc-d1c0b31647ef
0251_sexychick,Sexy Chick,David Guetta,Now That’s What I Call Music! 32,161.033,130,100.0,4|4,Pop,13ffa917-1cca-33fd-9392-cf076ba7908c,aed923c4-339f-459b-ad02-6945f133e836
0254_sixsixsix,666,Anvil,Monument of Metal: The Very Best of Anvil,281.195,148,77.41935484,4|4,Metal,f717bb60-5f5a-4f5f-9bd3-ce18ceacee9a,e6dc3a80-b96a-466c-8277-e4c13be52b83
0255_sleepwalker,Sleepwalker,Megadeth,Metal Hammer Presents… Golden Gods 2007,362.61,174,90.73359073,4|4,Metal,08c2af95-d518-37c0-b930-aa63bcf88aa7,096e2abb-3f83-4ae5-8161-852b5094a7d0
0257_somebodytolove,Somebody to Love,Justin Bieber,My World 2.0,148.196,130,100.0,4|4,Pop,02d68438-747e-3d8f-be96-34afe489dc27,
0258_sorry,Sorry,Guns N' Roses,Chinese Democracy,378.349,147,0.6557377049,3|4,Rock,79b45788-bbb3-468f-bf7e-133768cd9677,376e0914-8aea-45bd-abe7-fbfa94ba67cb
0259_spiceupyourlife,Spice Up Your Life,Spice Girls,ZIP mania II,163.621,124,100.0,4|4,Pop,fd158e88-72b8-4238-8255-31de39699800,384ff515-1c81-44b7-a1f8-efb1690da360
0261_starships,Starships,Nicki Minaj,Pink Friday: Roman Reloaded,163.412,125,100.0,4|4,Pop,01c18059-51b5-3f5a-b555-24c22e980369,b4600a3b-5a1d-4118-84d4-c8ca54365fca
0262_stash,Stash,Phish,A Picture of Nectar,436.104,90,93.25153374,4|4,Rock,1c9a971b-042d-4550-9fff-3c09da9f5781,f2ad3d2f-6883-491b-98d4-a431776a93aa
0264_stereolove,Stereo Love,Edward Maya,Bravo Hits 70,151.15,127,100.0,4|4,Dance/Electronic,090abcdb-e42e-333e-bff1-6eec615b348d,
0265_straightlines,Straight Lines,Silverchair,Young Modern,258.71,128,90.0,4|4,Rock,c694f166-5a5e-4544-9e54-47c64f770035,1f22be29-b1c3-45cf-8b9a-2ddf5a13d473
0266_straightup,Straight Up (single version),Paula Abdul,80 Smash Hits of the 80s,165.19,96,100.0,4|4,Pop,a64bb7ec-e5bf-4880-89e1-e768c1df5dc9,
0267_superfreak,Super Freak,Rick James,Deep Heat 8: The Hand of Fate,139.568,132,100.0,4|4,Funk/Disco,10bfbf84-28d1-3742-af0f-5f9843b71659,4636e850-6c56-49e4-9178-1670b0a70b8b
0268_supersonic,Supersonic,J.J. Fad,Supersonic: The Compact Disc,161.922,132,100.0,4|4,Hip-Hop,1b0d759d-4aa5-4965-b327-a78fd6b5161e,
0269_sweettalk,Back tha Fuck Up Off Me,Haystak,Return of the Mak Million,182.942,80,98.30508475,4|4,Rock,b2040916-8c72-3912-ad9b-16d75f24da3c,
0270_takeovercontrol,Take Over Control,Afrojack,"Slam FM Grand Slam 2010, Volume 4",163.203,130,100.0,4|4,Dance/Electronic,0bd66bea-1726-37a7-8fce-cb2db9aba338,
0271_teachmehowtodougie,Teach Me How to Dougie,Cali Swag District,The Kickback,151.307,85,100.0,4|4,Hip-Hop,9d8b99b0-b37a-3afa-938e-9a6c7a674f0c,
0272_teachmehowtojerk,Teach Me How to Jerk,Audio Push,Teach Me How to Jerk,161.085,97,100.0,4|4,Hip-Hop,59c72500-e2fe-3676-b941-36968cdc3c2c,
0273_technologic,Technologic,Daft Punk,Human After All,145.137,128,100.0,4|4,Dance/Electronic,060dea77-437b-38b4-8658-760c2b17dca6,
0274_temperature,Temperature,Sean Paul,Absolute Hits 2006,144.196,125,100.0,4|4,Reggaeton,771bc77f-0924-4390-a23d-0b6318c697ac,d84c53ec-2880-435e-954a-c53911704de2
0276_texasflood,Texas Flood,Stevie Ray Vaughan and Double Trouble,Rock Line,327.498,87,0.0,6|4,Blues,4de33f02-36be-47c8-bd6d-adedf4538c30,15b1b690-1e35-4f9c-bf47-c81dd05536c4
0277_thashiznit,White Christmas,Reba McEntire,My Kind of Christmas,261.456,98,100.0,4|4,Hip-Hop,132db52d-b36a-4608-9843-ae067f3d95c8,
0278_thatsthahomie,That's tha Homie,Snoop Dogg,Malice n Wonderland,348.335,72,100.0,4|4,Hip-Hop,5bb3ff41-831b-409e-87ce-00c4958f9926,7468619c-2fe3-40ea-87fe-f4b923e2638e
0279_thebreaks,The Breaks,Kurtis Blow,Przekrój Muzyki: Korzenie Hip-Hopu,168.72,112,100.0,4|4,Hip-Hop,0a22ec6d-0551-4299-803c-e8afb047456c,
0280_thedayitriedtolive,The Day I Tried to Live,Soundgarden,The Day I Tried to Live,323.785,132,80.13245033,4|4,Grunge,05ba5909-3c27-4c10-be7f-56baef2991fa,
0281_theedgeofglory,Feels Like I'm in Love,Kelly Marie,Classic Cuts Presents: Party in a Box,161.451,128,100.0,4|4,Pop,ed21ec4a-a3e6-4945-a07c-7809f521cbed,03c0876b-abf2-4ea4-9134-505008c86951
0282_thegreatsatan,The Great Satan,Ministry,Rantology,197.976,159,96.66666667,4|4,Metal,221cf1d1-a738-31f1-bd1a-55de00b37422,
0283_thehumptydance,The Humpty Dance,Digital Underground,Hip-Hop History: The Collection,163.674,103,100.0,4|4,Hip-Hop,51edad00-2646-4541-9335-d141ca6a2e03,907bf689-4219-47f7-8be3-b7e7b863ed09
0284_thehustle,The Hustle,Van McCoy,Only Rock 'n' Roll 1975-1979: 20 Pop Hits,155.177,110,100.0,4|4,Funk/Disco,061369ce-f5c6-3553-9c94-aba8554e049b,
0285_thekill,The Kill,Thirty Seconds to Mars,A Beautiful Lie,246.945,91,0.0,6|8,Rock,1d8b8e56-517e-3f3d-b211-00e4740194b1,
0286_theragelive,The Rage (live),Judas Priest,British Steel,298.215,76,97.75280899,4|4,Metal,523d6c30-94f5-4f6f-a41e-308ecf3818c3,748a8ab8-7e0f-45aa-8cdf-e1a056356487
0287_therewasatime,There Was a Time,Guns N' Roses,Chinese Democracy,402.272,90,99.33333333,4|4,Rock,142aa22e-e439-482b-bb8f-e8de620275ca,ef9c9e97-26fb-42e1-ad7c-84c1e7ae038d
0288_thewayiare,The Way I Are,Timbaland,Shock Value,140.352,115,100.0,4|4,Pop,199d7f12-2914-33e3-84f0-762f7d696007,
0289_thisisexile,This Is Exile,Whitechapel,Terrorizer: Fear Candy 57,229.376,125,78.07017544,4|4,Metal,0a4c2d4a-1bd6-41fa-b0f2-7a79b3afb999,
0290_thisishowwedoit,This Is How We Do It,Montell Jordan,Freedom Writers: Music From the Motion Picture,142.026,104,100.0,4|4,Hip-Hop,015dcd61-efc3-3aa5-9d29-e5103636ff4a,
0291_thrasher,Thrasher,Evile,Enter the Grave,191.753,208,99.38271605,4|4,Metal,9e206025-eced-4071-b16a-c51e5da36bdc,8a04403a-a5ba-424b-815d-87e61219f2b9
0292_timeslikethese,Times Like These,Foo Fighters,"Alternative Times, Volume 33",267.207,145,86.89655172,4|4,Alternative,a12b914e-ba7a-41c1-b885-c828627ed7b4,70f90dff-3188-408b-b072-8d184e696f8c
0293_tomsawyer2,Tom Sawyer,Rush,"The 80's Greatest Rock Hits, Volume 3: Arena Rock",293.143,87,96.36363636,4|4,Prog,096c79ce-0627-31b0-b6f1-4ce6024028f3,
0294_tonighttonight,Tonight Tonight,Hot Chelle Rae,Hits for Kids Pop Party 8,206.028,100,100.0,4|4,Pop,9d0dffbe-3240-4770-b001-77f1409d7271,76ad2bf2-1d24-4563-80b1-3828710297af
0295_toxic,Toxic,Britney Spears,Cafe Puls Sommer Hits 13,151.229,143,100.0,4|4,Pop,601f5bad-6f1b-4f2d-8d10-b17baa2f9a96,5748a9ab-70c1-4af4-b519-28b6b5263371
0296_transmaniaconmc,Transmaniacon MC,Blue Öyster Cult,The Columbia Albums Collectiön,205.322,143,92.10526316,4|4,Classic Rock,a5fdaca0-3cb6-4d8e-b673-998bcd40ad01,64f92596-998d-496b-8e1b-1280e9637893
0297_troublecomesrunning,Trouble Comes Running,Spoon,Transference,188.433,140,98.21428571,4|4,Rock,74f5eee3-7a4d-44e4-b2c4-7e6b70b70f25,a9bc93ee-b683-4818-9190-3ac4d191811a
0298_turnmeon,Turn Me On,Kevin Lyttle,Dancehall Party 2004,148.196,106,100.0,4|4,Reggaeton,21bf84df-32a5-428b-b9c1-91d07fc9e802,
0299_turnthebeataround,Turn the Beat Around,Vicki Sue Robinson,Pure… Disco/Funk,166.497,131,100.0,4|4,Funk/Disco,04f150e8-078e-3426-8551-d1d4986a013e,
0301_unclejohnsband,Uncle John's Band,Grateful Dead,Singers and Songwriters: 1970-1971,292.019,135,89.22155689,4|4,Classic Rock,851a002b-cdf3-444e-acc0-e79572a4ecb0,136cac0f-5c40-4532-989a-eb53921954f5
0302_venus,Venus,Bananarama,Stompin Party,162.471,126,100.0,4|4,Pop,01798bc2-ef0b-3a03-b29c-ed651b84032d,bbd28ef5-ac78-40d9-a3a8-42769cd0dbcb
0303_wakeupdead,Wake Up Dead,Megadeth,Maximum Megadeth,221.402,165,79.22077922,4|4,Metal,ee786f36-08e8-4fb3-889f-9f5a260198ec,b0a3b760-86a4-48e1-9cc4-a94eb8ec5e51
0304_weaponofchoice,Weapon of Choice,Fatboy Slim,Halfway Between the Gutter and the Stars,172.85,98,100.0,4|4,Dance/Electronic,12bd4546-b1d8-4ecd-8963-051cbe2be80b,
0305_wenospeakamericano,We No Speak Americano,Yolanda Be Cool & DCUP,Now That's What I Call 21st Century,138.313,125,100.0,4|4,Dance/Electronic,fd9c2a3d-7247-4c44-843b-75898a800b39,5f1903c8-d7af-4aa3-8bc4-48964710a5e7
0306_werunthis,We Run This,Missy Elliott,"RNB Superclub, Volume 7",127.384,109,100.0,4|4,Hip-Hop,0ba3f0eb-499e-33fe-aab9-ba2b2e63ff51,
0307_whatdoesntkillyou,Stronger (What Doesn't Kill You),Kelly Clarkson,So Fresh: The Hits of Summer 2013 + The Best of 2012,198.838,115,100.0,4|4,Pop,5e89cda2-94ab-4f90-bb40-241e61cdd247,df7d8540-6533-4360-af50-94fc4bc62697
0308_whatislove,What Is Love,Haddaway,Internationale Hits 93,153.189,124,100.0,4|4,Dance/Electronic,05020db5-ae53-47f3-80a6-431a849758d0,
0309_whatsmyname,What’s My Name?,Rihanna,Loud,156.797,100,100.0,4|4,Pop,0485ef09-793e-43f7-b054-92a9365e018d,
0310_whineup,Whine Up,Kat DeLuna,Strictly the Best 37,173.007,125,100.0,4|4,Reggaeton,1c1dfd03-43ed-47a4-adf2-3b8fc925755e,
0311_whipmyhair,Whip My Hair,Willow,Whip My Hair,144.457,81,100.0,4|4,Pop,1e8a9ab2-3c94-3dd9-b393-8ca1f80f01c2,
0312_whitefalconfuzz,White Falcon Fuzz,The Mother Hips,Pacific Dust,256.174,80,90.24390244,4|4,Rock,2e9d272d-daa9-4740-93a3-bcf340bd9ca9,e2829d43-e946-4bf9-8ac3-88878aba886a
0314_whoomp,Whoomp! There It Is,Tag Team,Soul Train 25th Anniversary Hall of Fame,135.699,129,100.0,4|4,Hip-Hop,04d78d81-94a1-335e-ac1f-58d6e85dc2c7,
0315_whygo,Why Go,Pearl Jam,"2014-10-09: Pinnacle Bank Arena, Lincoln, NE, USA",205.898,117,96.77419355,4|4,Grunge,056a8c00-f667-4427-b106-c52dd7606de1,
0316_wildones,Wild Ones,Flo Rida,"The Dome, Volume 62",174.053,127,100.0,4|4,Hip-Hop,15ab871d-15b7-4fdd-9843-e28151920211,
0318_windup,Fly,Various Production,The World Is Gone,154.392,128,94.04761905,4|4,Alternative,cbe453ac-2f2b-36b2-ba01-39bd2fd00046,48cb2af0-0b62-4ad0-9e4d-afe727756a81
0319_withoutyou,Without You,Mötley Crüe,Greatest Hits,274.973,59,100.0,2|4,Metal,00cd1bc0-d294-4a02-8915-75b568d551c2,
0320_wolflikeme,Wolf Like Me,TV on the Radio,La Route du Rock: La compilation 2006,291.339,88,99.12280702,4|4,Rock,049d1edc-f46e-310b-b681-dfddc1353ec6,
0321_wonderwall,Wonderwall,Oasis,Wonderwall EP,268.123,87,98.95833333,4|4,Rock,0019d958-48d0-3b49-bb52-ea5b53ecdd33,db296c8e-77f1-4137-ae68-f6bb2749d15b
0322_wordup,Word Up,Cameo,Now That’s What I Call Music 8,148.902,116,100.0,4|4,Funk/Disco,03091c4d-4e32-3280-81d1-b97784d8e35c,
0323_yeah,Yeah!,Lil Jon & The East Side Boyz,New Year’s Eve,135.045,104,100.0,4|4,R&B,10f5a405-db58-4c96-bcd9-47f921dd8650,
0324_yeah3x,Yeah 3×,Chris Brown,F.A.M.E.,158.968,130,100.0,4|4,Pop,2438d1f2-c156-3a64-b362-40425409c4ce,
0325_ymca,Y.M.C.A.,Village People,Disco Dance Hits: Good Time,151.935,126,100.0,4|4,Funk/Disco,1c1d5e31-d1fa-4afa-ae20-fc6d0f90ba85,b1260f80-0b20-4c25-b936-cae4fd6614c0
0326_yougotittherightstuff,You Got It (The Right Stuff),New Kids on the Block,"Hits der 80er Jahre, Vol. 2",174.602,111,100.0,4|4,Pop,02f55c0a-4f7c-4a45-97da-be88454a9613,5a26c3a5-434a-49c1-a4fb-eadf7ab0045c
0327_youmakemefeel,You Make Me Feel...,Cobra Starship feat. Sabi,Radio 538 Hitzone 60,214.787,132,100.0,4|4,Dance/Electronic,8b83cc37-a6ea-458a-98a5-e5cf5270de80,732d26ef-3782-419c-99e0-dd231f53b00f
0328_youmakemefeeldc,You Make Me Feel…,Cobra Starship,Absolute Music 68,154.758,131,100.0,4|4,Dance/Electronic,0b94fc58-7062-3d26-acde-79a5597a2108,e5ec0f76-e13b-418f-8b0a-325b567eacbd
0329_youreajerk,You're a Jerk,New Boyz,Ultimate R&B 2010,144.457,98,100.0,4|4,Hip-Hop,0fd22add-d90c-34a0-b521-717066929fbd,
0330_50waystosaygoodbye,50 Ways to Say Goodbye,Train,Now That's What I Call Music! 44,246.082,141,100.0,4|4,Rock,5a1cd5fc-58ed-47f4-ac16-7fae6b6db9bd,6981e3b4-b050-42dd-874b-53ede88be8e5
0331_againstallodds,Against All Odds (Take a Look at Me Now),Phil Collins,NOW That's What I Call the 80s Hits,205.95,58,98.92473118,4|4,Pop,73399e21-fed0-4cc1-9b02-7e36a619db91,6698bd8b-9fa2-47e4-8598-0a258a9abacc
0332_alejandro,Alejandro,Lady Gaga,Now That's What I Call Music! 35,271.6,99,100.0,4|4,Dance/Electronic,a426ebab-2000-4e1b-9e4c-bcbe62f69bb4,bd5dc29e-aea6-42a1-907e-3194e904f8ee
